ServiceID,DelayType,CauseCategory,MinutesLate
S2406270091,PRIMARY,POWER,13
S2408280087,PRIMARY,OPERATIONS,8
S2506260063,PRIMARY,OPERATIONS,2
S2506260063,REACTIONARY,TRACK,1
S2501040027,PRIMARY,FLEET,13
S2502130066,PRIMARY,FLEET,3
S2502130066,REACTIONARY,OLE,14
S2503020015,PRIMARY,OPERATIONS,12
S2411090002,PRIMARY,POWER,1
S2411090002,REACTIONARY,WEATHER,7
S2407210071,PRIMARY,OPERATIONS,5
S2409140110,PRIMARY,SIGNAL,8
S2409140110,REACTIONARY,POWER,6
S2504290038,PRIMARY,POWER,11
S2502180069,PRIMARY,TRACK,14
S2506160041,PRIMARY,FLEET,13
S2501310057,PRIMARY,FLEET,1
S2412130057,PRIMARY,FLEET,16
S2407200051,PRIMARY,WEATHER,1
S2407200051,REACTIONARY,TRACK,9
S2503260048,PRIMARY,WEATHER,2
S2503260048,REACTIONARY,FLEET,3
S2501220023,PRIMARY,OPERATIONS,11
S2503090076,PRIMARY,FLEET,1
S2501250064,PRIMARY,WEATHER,4
S2408020054,PRIMARY,OPERATIONS,2
S2503210044,PRIMARY,OPERATIONS,11
S2503210044,REACTIONARY,OPERATIONS,3
S2408270035,PRIMARY,OPERATIONS,16
S2409020031,PRIMARY,POWER,11
S2410220009,PRIMARY,OLE,4
S2410220009,REACTIONARY,POWER,2
S2410090061,PRIMARY,WEATHER,2
S2410090061,REACTIONARY,SIGNAL,8
S2503100047,PRIMARY,TRACK,1
S2503100047,REACTIONARY,EXTERNAL,10
S2501190075,PRIMARY,TRACK,1
S2407080032,PRIMARY,OPERATIONS,1
S2412110004,PRIMARY,TRACK,10
S2412040070,PRIMARY,OPERATIONS,1
S2412040070,REACTIONARY,EXTERNAL,14
S2503060051,PRIMARY,TRACK,15
S2504130057,PRIMARY,WEATHER,2
S2503060015,PRIMARY,OPERATIONS,21
S2501220037,PRIMARY,SIGNAL,11
S2411110006,PRIMARY,SIGNAL,8
S2411110006,REACTIONARY,EXTERNAL,11
S2408010005,PRIMARY,SIGNAL,17
S2408010005,REACTIONARY,OPERATIONS,4
S2410110040,PRIMARY,FLEET,5
S2410110040,REACTIONARY,OPERATIONS,5
S2502070007,PRIMARY,OLE,1
S2501070091,PRIMARY,OPERATIONS,11
S2501070091,REACTIONARY,TRACK,6
S2505270028,PRIMARY,FLEET,7
S2505270028,REACTIONARY,OPERATIONS,11
S2503050097,PRIMARY,EXTERNAL,12
S2503050097,REACTIONARY,EXTERNAL,9
S2501130099,PRIMARY,TRACK,3
S2501130099,REACTIONARY,WEATHER,5
S2409120047,PRIMARY,SIGNAL,1
S2412010069,PRIMARY,OPERATIONS,16
S2410060047,PRIMARY,FLEET,8
S2502040008,PRIMARY,OLE,5
S2502040008,REACTIONARY,EXTERNAL,1
S2407310017,PRIMARY,OPERATIONS,4
S2506250025,PRIMARY,WEATHER,11
S2502200070,PRIMARY,TRACK,11
S2502200070,REACTIONARY,POWER,2
S2411120043,PRIMARY,POWER,23
S2408270065,PRIMARY,TRACK,15
S2408270065,REACTIONARY,TRACK,6
S2501110000,PRIMARY,SIGNAL,9
S2501110000,REACTIONARY,POWER,1
S2408070016,PRIMARY,OPERATIONS,2
S2411230027,PRIMARY,OLE,5
S2411230027,REACTIONARY,OPERATIONS,5
S2504220066,PRIMARY,SIGNAL,1
S2504220066,REACTIONARY,POWER,1
S2506270005,PRIMARY,FLEET,12
S2410220020,PRIMARY,OPERATIONS,14
S2410220020,REACTIONARY,OLE,1
S2503150020,PRIMARY,WEATHER,10
S2408180029,PRIMARY,FLEET,1
S2408180029,REACTIONARY,POWER,3
S2503020036,PRIMARY,OPERATIONS,14
S2412050079,PRIMARY,OPERATIONS,13
S2501170070,PRIMARY,SIGNAL,8
S2501170070,REACTIONARY,TRACK,1
S2506110011,PRIMARY,OPERATIONS,22
S2506110011,REACTIONARY,OPERATIONS,4
S2410040067,PRIMARY,SIGNAL,11
S2408070033,PRIMARY,OPERATIONS,1
S2505310044,PRIMARY,OPERATIONS,12
S2505310044,REACTIONARY,FLEET,10
S2501260078,PRIMARY,WEATHER,1
S2407100024,PRIMARY,TRACK,12
S2407100024,REACTIONARY,FLEET,6
S2502090018,PRIMARY,TRACK,1
S2406280015,PRIMARY,OPERATIONS,12
S2410100021,PRIMARY,SIGNAL,4
S2408060022,PRIMARY,SIGNAL,2
S2408060022,REACTIONARY,TRACK,3
S2501020019,PRIMARY,SIGNAL,21
S2501020019,REACTIONARY,SIGNAL,1
S2504200044,PRIMARY,OPERATIONS,17
S2504200044,REACTIONARY,WEATHER,2
S2503170065,PRIMARY,OPERATIONS,7
S2503170065,REACTIONARY,TRACK,1
S2412080027,PRIMARY,OPERATIONS,8
S2412080027,REACTIONARY,FLEET,1
S2501070066,PRIMARY,OLE,5
S2406030037,PRIMARY,OPERATIONS,3
S2412140029,PRIMARY,FLEET,1
S2412140029,REACTIONARY,POWER,15
S2410100004,PRIMARY,OLE,13
S2410100004,REACTIONARY,OLE,13
S2411090030,PRIMARY,FLEET,11
S2411090030,REACTIONARY,OPERATIONS,1
S2504070067,PRIMARY,FLEET,10
S2504070067,REACTIONARY,SIGNAL,11
S2505260004,PRIMARY,SIGNAL,14
S2407060048,PRIMARY,FLEET,12
S2410240061,PRIMARY,SIGNAL,6
S2410090031,PRIMARY,OLE,11
S2412010062,PRIMARY,FLEET,3
S2411240049,PRIMARY,WEATHER,11
S2411240049,REACTIONARY,OLE,3
S2410080059,PRIMARY,TRACK,16
S2409040007,PRIMARY,OPERATIONS,9
S2409040007,REACTIONARY,FLEET,1
S2406170054,PRIMARY,OPERATIONS,14
S2503180056,PRIMARY,OLE,6
S2502210047,PRIMARY,TRACK,1
S2502210047,REACTIONARY,EXTERNAL,1
S2408310014,PRIMARY,SIGNAL,5
S2506160023,PRIMARY,OPERATIONS,1
S2506160023,REACTIONARY,POWER,6
S2411190051,PRIMARY,FLEET,10
S2411190051,REACTIONARY,WEATHER,7
S2506290020,PRIMARY,WEATHER,15
S2506290020,REACTIONARY,OLE,12
S2501270029,PRIMARY,FLEET,2
S2502130085,PRIMARY,FLEET,8
S2506030039,PRIMARY,SIGNAL,20
S2506030039,REACTIONARY,POWER,12
S2409290024,PRIMARY,SIGNAL,4
S2407110065,PRIMARY,FLEET,5
S2506210057,PRIMARY,SIGNAL,16
S2506210057,REACTIONARY,EXTERNAL,1
S2411290028,PRIMARY,OLE,11
S2411290028,REACTIONARY,TRACK,1
S2505270044,PRIMARY,OLE,6
S2505170006,PRIMARY,SIGNAL,8
S2504130034,PRIMARY,TRACK,12
S2504130034,REACTIONARY,EXTERNAL,1
S2503030016,PRIMARY,TRACK,17
S2506280014,PRIMARY,TRACK,15
S2506220000,PRIMARY,EXTERNAL,12
S2502110026,PRIMARY,OPERATIONS,2
S2407260001,PRIMARY,TRACK,6
S2407260001,REACTIONARY,POWER,10
S2406180006,PRIMARY,FLEET,15
S2406180006,REACTIONARY,OLE,2
S2506220020,PRIMARY,OPERATIONS,1
S2506220020,REACTIONARY,POWER,3
S2504130027,PRIMARY,WEATHER,8
S2408160056,PRIMARY,SIGNAL,1
S2408160056,REACTIONARY,OLE,1
S2412100005,PRIMARY,SIGNAL,8
S2501180022,PRIMARY,FLEET,12
S2408030068,PRIMARY,TRACK,7
S2408030068,REACTIONARY,POWER,4
S2407120046,PRIMARY,TRACK,1
S2407120046,REACTIONARY,OLE,15
S2505260012,PRIMARY,WEATHER,11
S2505260012,REACTIONARY,FLEET,1
S2407280027,PRIMARY,OPERATIONS,15
S2407280027,REACTIONARY,POWER,1
S2504080055,PRIMARY,TRACK,3
S2505050002,PRIMARY,TRACK,9
S2503200083,PRIMARY,OLE,3
S2503090003,PRIMARY,FLEET,17
S2503090003,REACTIONARY,OPERATIONS,16
S2411090001,PRIMARY,WEATHER,1
S2411090001,REACTIONARY,TRACK,3
S2408070052,PRIMARY,OPERATIONS,8
S2408070052,REACTIONARY,OLE,1
S2506300005,PRIMARY,TRACK,7
S2503190026,PRIMARY,SIGNAL,6
S2501180033,PRIMARY,FLEET,6
S2501180033,REACTIONARY,POWER,6
S2406280017,PRIMARY,OLE,6
S2412110058,PRIMARY,TRACK,3
S2412110058,REACTIONARY,EXTERNAL,3
S2406010015,PRIMARY,TRACK,8
S2406010015,REACTIONARY,WEATHER,1
S2506250005,PRIMARY,OPERATIONS,7
S2506250005,REACTIONARY,WEATHER,1
S2408010010,PRIMARY,SIGNAL,11
S2408010010,REACTIONARY,OLE,1
S2505180089,PRIMARY,OPERATIONS,13
S2505180089,REACTIONARY,EXTERNAL,1
S2411290087,PRIMARY,TRACK,7
S2412170091,PRIMARY,TRACK,12
S2412170091,REACTIONARY,TRACK,10
S2506140068,PRIMARY,EXTERNAL,5
S2506140068,REACTIONARY,OPERATIONS,2
S2501140073,PRIMARY,FLEET,16
S2501140073,REACTIONARY,OLE,3
S2501270079,PRIMARY,FLEET,14
S2410050028,PRIMARY,OPERATIONS,8
S2503300023,PRIMARY,FLEET,12
S2503300023,REACTIONARY,TRACK,8
S2410120089,PRIMARY,OPERATIONS,6
S2409280047,PRIMARY,FLEET,9
S2502070054,PRIMARY,TRACK,2
S2502070054,REACTIONARY,TRACK,1
S2408150034,PRIMARY,OPERATIONS,18
S2408150034,REACTIONARY,TRACK,5
S2409100012,PRIMARY,TRACK,12
S2502100069,PRIMARY,OPERATIONS,12
S2501110023,PRIMARY,SIGNAL,4
S2502250057,PRIMARY,WEATHER,10
S2506200061,PRIMARY,WEATHER,6
S2506200061,REACTIONARY,WEATHER,2
S2505110033,PRIMARY,FLEET,13
S2412160007,PRIMARY,SIGNAL,17
S2412160007,REACTIONARY,POWER,6
S2504010044,PRIMARY,TRACK,10
S2504010044,REACTIONARY,OPERATIONS,9
S2505020083,PRIMARY,WEATHER,15
S2505020083,REACTIONARY,SIGNAL,11
S2408180062,PRIMARY,TRACK,3
S2503140079,PRIMARY,OLE,4
S2503140079,REACTIONARY,WEATHER,9
S2410300030,PRIMARY,TRACK,4
S2408260052,PRIMARY,FLEET,13
S2412290040,PRIMARY,OPERATIONS,4
S2410180037,PRIMARY,TRACK,16
S2410180037,REACTIONARY,SIGNAL,5
S2411150051,PRIMARY,FLEET,5
S2411150051,REACTIONARY,POWER,10
S2505050089,PRIMARY,OLE,15
S2408090017,PRIMARY,SIGNAL,24
S2408090017,REACTIONARY,EXTERNAL,1
S2503030036,PRIMARY,FLEET,14
S2506160048,PRIMARY,SIGNAL,4
S2506160048,REACTIONARY,FLEET,9
S2504210037,PRIMARY,TRACK,5
S2504210037,REACTIONARY,POWER,3
S2411200012,PRIMARY,TRACK,11
S2503210034,PRIMARY,OPERATIONS,10
S2503210034,REACTIONARY,POWER,1
S2410300021,PRIMARY,FLEET,6
S2410300021,REACTIONARY,SIGNAL,7
S2406300096,PRIMARY,OPERATIONS,8
S2504140001,PRIMARY,SIGNAL,9
S2504140001,REACTIONARY,OPERATIONS,4
S2410290036,PRIMARY,SIGNAL,7
S2504180065,PRIMARY,TRACK,5
S2504180065,REACTIONARY,TRACK,2
S2411140090,PRIMARY,OPERATIONS,7
S2504230019,PRIMARY,FLEET,5
S2504230019,REACTIONARY,TRACK,9
S2408090078,PRIMARY,FLEET,6
S2408090078,REACTIONARY,EXTERNAL,13
S2409150050,PRIMARY,POWER,1
S2502010085,PRIMARY,OPERATIONS,8
S2502010085,REACTIONARY,POWER,8
S2411030003,PRIMARY,OPERATIONS,10
S2410280022,PRIMARY,WEATHER,12
S2503210006,PRIMARY,FLEET,9
S2503210006,REACTIONARY,OPERATIONS,8
S2503310080,PRIMARY,OPERATIONS,17
S2503310080,REACTIONARY,TRACK,6
S2408100086,PRIMARY,OPERATIONS,13
S2408100086,REACTIONARY,OLE,13
S2506120076,PRIMARY,FLEET,3
S2504180061,PRIMARY,OPERATIONS,11
S2505100011,PRIMARY,FLEET,14
S2506010068,PRIMARY,FLEET,1
S2506010068,REACTIONARY,OLE,4
S2502250016,PRIMARY,FLEET,10
S2502250016,REACTIONARY,TRACK,2
S2504270015,PRIMARY,OLE,11
S2411160059,PRIMARY,SIGNAL,10
S2412260079,PRIMARY,SIGNAL,11
S2503040055,PRIMARY,OPERATIONS,14
S2503040055,REACTIONARY,TRACK,2
S2411040025,PRIMARY,SIGNAL,15
S2505210108,PRIMARY,WEATHER,19
S2505210108,REACTIONARY,OLE,14
S2503060075,PRIMARY,SIGNAL,1
S2505280069,PRIMARY,TRACK,9
S2502150061,PRIMARY,OLE,1
S2502150061,REACTIONARY,OPERATIONS,7
S2406010033,PRIMARY,WEATHER,8
S2501150066,PRIMARY,SIGNAL,16
S2412240034,PRIMARY,FLEET,6
S2412240034,REACTIONARY,EXTERNAL,13
S2505260007,PRIMARY,TRACK,4
S2501100015,PRIMARY,TRACK,10
S2411170022,PRIMARY,WEATHER,9
S2505260005,PRIMARY,WEATHER,16
S2409130021,PRIMARY,SIGNAL,9
S2407040061,PRIMARY,TRACK,4
S2502180011,PRIMARY,WEATHER,14
S2502180011,REACTIONARY,TRACK,8
S2505040039,PRIMARY,TRACK,15
S2505040039,REACTIONARY,EXTERNAL,1
S2408220034,PRIMARY,SIGNAL,10
S2407070017,PRIMARY,FLEET,1
S2412280044,PRIMARY,TRACK,5
S2412280044,REACTIONARY,OLE,1
S2407190085,PRIMARY,OPERATIONS,2
S2407190085,REACTIONARY,SIGNAL,1
S2501060082,PRIMARY,SIGNAL,14
S2501060082,REACTIONARY,WEATHER,7
S2411290017,PRIMARY,OPERATIONS,2
S2411290017,REACTIONARY,FLEET,6
S2409220027,PRIMARY,OPERATIONS,1
S2410130095,PRIMARY,FLEET,10
S2410130095,REACTIONARY,SIGNAL,1
S2407170079,PRIMARY,WEATHER,7
S2407170079,REACTIONARY,POWER,9
S2504210012,PRIMARY,OLE,4
S2408040082,PRIMARY,FLEET,1
S2410020089,PRIMARY,OLE,6
S2407100101,PRIMARY,OPERATIONS,1
S2504150000,PRIMARY,OLE,3
S2502100012,PRIMARY,OPERATIONS,1
S2409130065,PRIMARY,WEATHER,1
S2501120098,PRIMARY,TRACK,12
S2411080037,PRIMARY,OPERATIONS,11
S2503260026,PRIMARY,TRACK,12
S2506220055,PRIMARY,FLEET,9
S2506220055,REACTIONARY,WEATHER,11
S2412300063,PRIMARY,WEATHER,10
S2410120115,PRIMARY,TRACK,6
S2409220024,PRIMARY,SIGNAL,16
S2504300116,PRIMARY,TRACK,22
S2504300116,REACTIONARY,OPERATIONS,1
S2504250028,PRIMARY,TRACK,10
S2407110090,PRIMARY,TRACK,18
S2407300075,PRIMARY,TRACK,5
S2407130032,PRIMARY,OPERATIONS,6
S2501060002,PRIMARY,OLE,3
S2506300047,PRIMARY,SIGNAL,12
S2506300047,REACTIONARY,FLEET,5
S2410140052,PRIMARY,FLEET,3
S2406010119,PRIMARY,OLE,22
S2406010119,REACTIONARY,POWER,11
S2502250067,PRIMARY,SIGNAL,8
S2502250067,REACTIONARY,OLE,8
S2503130040,PRIMARY,SIGNAL,1
S2503130040,REACTIONARY,OPERATIONS,1
S2503180061,PRIMARY,TRACK,7
S2503180061,REACTIONARY,OLE,10
S2506010045,PRIMARY,TRACK,9
S2406170106,PRIMARY,TRACK,8
S2406170106,REACTIONARY,SIGNAL,5
S2504160021,PRIMARY,FLEET,2
S2406080037,PRIMARY,FLEET,8
S2406080037,REACTIONARY,OPERATIONS,6
S2503210007,PRIMARY,OLE,15
S2411230029,PRIMARY,SIGNAL,12
S2411230029,REACTIONARY,SIGNAL,13
S2505110013,PRIMARY,FLEET,7
S2406260034,PRIMARY,OPERATIONS,9
S2409290044,PRIMARY,OPERATIONS,2
S2409290044,REACTIONARY,WEATHER,1
S2506040069,PRIMARY,OPERATIONS,4
S2506040069,REACTIONARY,OPERATIONS,9
S2411110070,PRIMARY,FLEET,4
S2411280037,PRIMARY,SIGNAL,17
S2409280020,PRIMARY,FLEET,11
S2412190018,PRIMARY,SIGNAL,3
S2506300059,PRIMARY,TRACK,15
S2503230078,PRIMARY,FLEET,11
S2408290023,PRIMARY,SIGNAL,1
S2408290023,REACTIONARY,FLEET,4
S2412260039,PRIMARY,SIGNAL,6
S2411060069,PRIMARY,TRACK,16
S2506020078,PRIMARY,WEATHER,8
S2504020072,PRIMARY,EXTERNAL,9
S2409050000,PRIMARY,FLEET,1
S2501270081,PRIMARY,FLEET,10
S2412060013,PRIMARY,OPERATIONS,12
S2409040040,PRIMARY,WEATHER,15
S2409040040,REACTIONARY,WEATHER,4
S2501050029,PRIMARY,FLEET,13
S2505210038,PRIMARY,FLEET,1
S2505210038,REACTIONARY,EXTERNAL,4
S2408150010,PRIMARY,OPERATIONS,10
S2412170033,PRIMARY,POWER,16
S2412170033,REACTIONARY,OLE,12
S2412250046,PRIMARY,FLEET,9
S2412250046,REACTIONARY,OLE,13
S2501010051,PRIMARY,OPERATIONS,12
S2409250040,PRIMARY,SIGNAL,11
S2504230004,PRIMARY,SIGNAL,5
S2502050046,PRIMARY,WEATHER,8
S2502050046,REACTIONARY,FLEET,8
S2411190036,PRIMARY,WEATHER,1
S2410010086,PRIMARY,OPERATIONS,10
S2409150045,PRIMARY,OPERATIONS,21
S2409150045,REACTIONARY,OLE,1
S2502070071,PRIMARY,OPERATIONS,7
S2506220007,PRIMARY,OPERATIONS,16
S2506220007,REACTIONARY,SIGNAL,1
S2409030054,PRIMARY,TRACK,3
S2409030054,REACTIONARY,OLE,14
S2505240037,PRIMARY,TRACK,1
S2505240037,REACTIONARY,SIGNAL,6
S2506020064,PRIMARY,OPERATIONS,6
S2506020064,REACTIONARY,OPERATIONS,6
S2410060081,PRIMARY,FLEET,10
S2410060081,REACTIONARY,SIGNAL,5
S2411160007,PRIMARY,WEATHER,7
S2411160007,REACTIONARY,SIGNAL,12
S2503040012,PRIMARY,FLEET,15
S2506030052,PRIMARY,FLEET,1
S2506030052,REACTIONARY,TRACK,1
S2409290045,PRIMARY,WEATHER,1
S2412070090,PRIMARY,POWER,11
S2412070090,REACTIONARY,WEATHER,1
S2407140075,PRIMARY,TRACK,9
S2407140075,REACTIONARY,FLEET,6
S2506190061,PRIMARY,OLE,3
S2506190061,REACTIONARY,WEATHER,10
S2506050008,PRIMARY,WEATHER,3
S2506050008,REACTIONARY,OPERATIONS,1
S2406290004,PRIMARY,SIGNAL,13
S2410310000,PRIMARY,TRACK,12
S2410310000,REACTIONARY,TRACK,4
S2504290088,PRIMARY,TRACK,3
S2506230041,PRIMARY,SIGNAL,13
S2506270029,PRIMARY,SIGNAL,7
S2505280099,PRIMARY,TRACK,4
S2501270060,PRIMARY,TRACK,13
S2504280000,PRIMARY,SIGNAL,19
S2504280000,REACTIONARY,EXTERNAL,7
S2504220012,PRIMARY,FLEET,8
S2504220012,REACTIONARY,OPERATIONS,1
S2408220040,PRIMARY,OPERATIONS,10
S2408220040,REACTIONARY,TRACK,1
S2407080016,PRIMARY,SIGNAL,13
S2407080016,REACTIONARY,FLEET,3
S2505260084,PRIMARY,FLEET,1
S2502030062,PRIMARY,SIGNAL,9
S2409260030,PRIMARY,SIGNAL,1
S2411190018,PRIMARY,WEATHER,11
S2505280015,PRIMARY,EXTERNAL,1
S2505280015,REACTIONARY,SIGNAL,7
S2407220060,PRIMARY,OPERATIONS,3
S2406250092,PRIMARY,FLEET,4
S2406250092,REACTIONARY,SIGNAL,1
S2501080057,PRIMARY,WEATHER,1
S2501080057,REACTIONARY,WEATHER,4
S2503260056,PRIMARY,OPERATIONS,10
S2407190015,PRIMARY,TRACK,10
S2407190015,REACTIONARY,POWER,2
S2504050110,PRIMARY,OPERATIONS,20
S2504050110,REACTIONARY,WEATHER,2
S2411020022,PRIMARY,FLEET,3
S2407100057,PRIMARY,WEATHER,11
S2407100057,REACTIONARY,TRACK,7
S2409050061,PRIMARY,OPERATIONS,16
S2409050061,REACTIONARY,SIGNAL,14
S2501060031,PRIMARY,WEATHER,11
S2501060031,REACTIONARY,OPERATIONS,2
S2406290074,PRIMARY,FLEET,6
S2505200035,PRIMARY,SIGNAL,2
S2502180089,PRIMARY,SIGNAL,1
S2502090049,PRIMARY,FLEET,20
S2502090049,REACTIONARY,OPERATIONS,9
S2504200004,PRIMARY,FLEET,6
S2411160068,PRIMARY,SIGNAL,10
S2505260093,PRIMARY,POWER,2
S2502200052,PRIMARY,TRACK,14
S2502200052,REACTIONARY,POWER,3
S2406050037,PRIMARY,EXTERNAL,11
S2505110080,PRIMARY,TRACK,8
S2504090068,PRIMARY,TRACK,1
S2505110024,PRIMARY,OPERATIONS,6
S2505110024,REACTIONARY,POWER,8
S2502100049,PRIMARY,OPERATIONS,1
S2502100049,REACTIONARY,FLEET,1
S2503010026,PRIMARY,FLEET,7
S2503010026,REACTIONARY,OPERATIONS,1
S2412100034,PRIMARY,TRACK,11
S2506130049,PRIMARY,FLEET,4
S2506130049,REACTIONARY,OLE,1
S2503250103,PRIMARY,FLEET,15
S2506160082,PRIMARY,OPERATIONS,6
S2506160082,REACTIONARY,OLE,3
S2411290062,PRIMARY,TRACK,6
S2411290021,PRIMARY,FLEET,4
S2411290021,REACTIONARY,FLEET,2
S2505010013,PRIMARY,FLEET,19
S2501170071,PRIMARY,WEATHER,1
S2409130071,PRIMARY,SIGNAL,1
S2409130071,REACTIONARY,TRACK,7
S2501190070,PRIMARY,SIGNAL,16
S2410020019,PRIMARY,TRACK,6
S2410020019,REACTIONARY,EXTERNAL,2
S2506050051,PRIMARY,SIGNAL,1
S2406090038,PRIMARY,FLEET,6
S2406090038,REACTIONARY,WEATHER,1
S2505140083,PRIMARY,OPERATIONS,7
S2505140083,REACTIONARY,POWER,1
S2505140034,PRIMARY,WEATHER,14
S2505140034,REACTIONARY,OPERATIONS,1
S2505070073,PRIMARY,WEATHER,17
S2406120009,PRIMARY,SIGNAL,4
S2503070041,PRIMARY,FLEET,9
S2503070041,REACTIONARY,POWER,13
S2506060017,PRIMARY,FLEET,14
S2406190053,PRIMARY,EXTERNAL,2
S2409120046,PRIMARY,TRACK,4
S2409120046,REACTIONARY,POWER,1
S2505180053,PRIMARY,FLEET,12
S2505090091,PRIMARY,TRACK,5
S2411290029,PRIMARY,TRACK,3
S2502240034,PRIMARY,SIGNAL,15
S2408290011,PRIMARY,FLEET,6
S2408290011,REACTIONARY,POWER,5
S2504070054,PRIMARY,SIGNAL,6
S2406060034,PRIMARY,OPERATIONS,3
S2406080053,PRIMARY,SIGNAL,9
S2503080060,PRIMARY,TRACK,9
S2502270026,PRIMARY,OPERATIONS,3
S2502270026,REACTIONARY,FLEET,10
S2406020022,PRIMARY,SIGNAL,3
S2407170057,PRIMARY,WEATHER,10
S2406020053,PRIMARY,EXTERNAL,1
S2406020053,REACTIONARY,SIGNAL,1
S2412300020,PRIMARY,SIGNAL,14
S2412300020,REACTIONARY,EXTERNAL,4
S2411270018,PRIMARY,SIGNAL,12
S2505230017,PRIMARY,SIGNAL,6
S2503110076,PRIMARY,SIGNAL,5
S2503110076,REACTIONARY,TRACK,9
S2407260046,PRIMARY,FLEET,15
S2407260046,REACTIONARY,WEATHER,1
S2406200045,PRIMARY,FLEET,10
S2407140068,PRIMARY,TRACK,10
S2407140068,REACTIONARY,SIGNAL,4
S2506290054,PRIMARY,FLEET,9
S2504230027,PRIMARY,WEATHER,5
S2504230027,REACTIONARY,OLE,3
S2501040062,PRIMARY,POWER,2
S2501040062,REACTIONARY,WEATHER,13
S2409210030,PRIMARY,POWER,7
S2502140000,PRIMARY,OPERATIONS,10
S2502140000,REACTIONARY,FLEET,8
S2411070012,PRIMARY,WEATHER,5
S2503080053,PRIMARY,OPERATIONS,7
S2505050040,PRIMARY,EXTERNAL,28
S2505050040,REACTIONARY,SIGNAL,5
S2502100018,PRIMARY,TRACK,8
S2506140074,PRIMARY,TRACK,8
S2506260048,PRIMARY,FLEET,1
S2503080044,PRIMARY,POWER,1
S2503080044,REACTIONARY,WEATHER,7
S2407250052,PRIMARY,FLEET,11
S2407250052,REACTIONARY,TRACK,1
S2407170043,PRIMARY,FLEET,9
S2503030011,PRIMARY,POWER,5
S2501230059,PRIMARY,FLEET,4
S2501230059,REACTIONARY,TRACK,9
S2406200087,PRIMARY,FLEET,7
S2412200036,PRIMARY,EXTERNAL,15
S2407240075,PRIMARY,FLEET,1
S2407240075,REACTIONARY,WEATHER,4
S2502110056,PRIMARY,FLEET,5
S2409100032,PRIMARY,SIGNAL,8
S2505140043,PRIMARY,WEATHER,4
S2411040047,PRIMARY,FLEET,7
S2411040047,REACTIONARY,FLEET,5
S2407050031,PRIMARY,OPERATIONS,12
S2412290001,PRIMARY,TRACK,10
S2501060037,PRIMARY,WEATHER,4
S2505310012,PRIMARY,SIGNAL,3
S2411120055,PRIMARY,EXTERNAL,12
S2411120055,REACTIONARY,EXTERNAL,7
S2408250015,PRIMARY,OLE,9
S2409200003,PRIMARY,SIGNAL,1
S2408050014,PRIMARY,TRACK,12
S2408050014,REACTIONARY,POWER,4
S2506130019,PRIMARY,WEATHER,8
S2506140037,PRIMARY,TRACK,6
S2406080001,PRIMARY,FLEET,11
S2406080001,REACTIONARY,OLE,5
S2503280077,PRIMARY,OPERATIONS,6
S2408210065,PRIMARY,OPERATIONS,7
S2408210065,REACTIONARY,FLEET,3
S2411110005,PRIMARY,TRACK,6
S2411110005,REACTIONARY,OPERATIONS,8
S2506060016,PRIMARY,SIGNAL,9
S2407090051,PRIMARY,EXTERNAL,8
S2407090051,REACTIONARY,FLEET,5
S2502160035,PRIMARY,FLEET,16
S2502160035,REACTIONARY,TRACK,5
S2505020069,PRIMARY,FLEET,1
S2505020069,REACTIONARY,WEATHER,1
S2503210020,PRIMARY,FLEET,5
S2503160062,PRIMARY,SIGNAL,9
S2504270005,PRIMARY,FLEET,13
S2506080025,PRIMARY,TRACK,1
S2506080025,REACTIONARY,TRACK,1
S2408090064,PRIMARY,FLEET,2
S2408090064,REACTIONARY,FLEET,5
S2409110069,PRIMARY,TRACK,12
S2412070047,PRIMARY,TRACK,3
S2412070047,REACTIONARY,FLEET,3
S2412290095,PRIMARY,TRACK,10
S2502240032,PRIMARY,WEATHER,18
S2502240032,REACTIONARY,FLEET,10
S2407280064,PRIMARY,EXTERNAL,6
S2502080014,PRIMARY,OPERATIONS,1
S2502080014,REACTIONARY,SIGNAL,2
S2504270040,PRIMARY,POWER,1
S2505310053,PRIMARY,SIGNAL,13
S2407100034,PRIMARY,OLE,12
S2407100034,REACTIONARY,SIGNAL,8
S2505190026,PRIMARY,FLEET,1
S2505040010,PRIMARY,OPERATIONS,11
S2406260112,PRIMARY,TRACK,4
S2406260112,REACTIONARY,POWER,5
S2412220022,PRIMARY,TRACK,4
S2409030065,PRIMARY,TRACK,1
S2409030065,REACTIONARY,POWER,11
S2506020083,PRIMARY,WEATHER,2
S2412270012,PRIMARY,TRACK,9
S2412270012,REACTIONARY,TRACK,12
S2506110051,PRIMARY,SIGNAL,3
S2506110051,REACTIONARY,SIGNAL,1
S2406180019,PRIMARY,TRACK,7
S2411100031,PRIMARY,SIGNAL,7
S2505260048,PRIMARY,TRACK,7
S2502090066,PRIMARY,OPERATIONS,7
S2409050037,PRIMARY,SIGNAL,9
S2408020045,PRIMARY,SIGNAL,4
S2504280010,PRIMARY,FLEET,9
S2410110054,PRIMARY,OPERATIONS,10
S2502160001,PRIMARY,EXTERNAL,1
S2506270062,PRIMARY,EXTERNAL,13
S2506270062,REACTIONARY,SIGNAL,8
S2506130036,PRIMARY,OPERATIONS,2
S2506130036,REACTIONARY,TRACK,4
S2409160044,PRIMARY,SIGNAL,8
S2503070027,PRIMARY,OPERATIONS,2
S2501120021,PRIMARY,SIGNAL,21
S2501050059,PRIMARY,SIGNAL,5
S2504130003,PRIMARY,SIGNAL,6
